Gene Symbol,Ensembl ID,Biotype,Tractability
MAP2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000078018"" target=""_blank"">ENSG00000078018</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
MATCAP1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196123"" target=""_blank"">ENSG00000196123</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span>"
MDM1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000111554"" target=""_blank"">ENSG00000111554</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
MFSD8,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000164073"" target=""_blank"">ENSG00000164073</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
MICU2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000165487"" target=""_blank"">ENSG00000165487</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
MIR107,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000198997"" target=""_blank"">ENSG00000198997</a>",miRNA,NaN
MIR10B,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000207744"" target=""_blank"">ENSG00000207744</a>",miRNA,NaN
MIR147A,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000207814"" target=""_blank"">ENSG00000207814</a>",miRNA,NaN
MIR154,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000207978"" target=""_blank"">ENSG00000207978</a>",miRNA,NaN
MIR200C,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000207713"" target=""_blank"">ENSG00000207713</a>",miRNA,NaN
MIR211,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000207702"" target=""_blank"">ENSG00000207702</a>",miRNA,NaN
MIR23AHG,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000267519"" target=""_blank"">ENSG00000267519</a>",lncRNA,NaN
MIR382,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000283170"" target=""_blank"">ENSG00000283170</a>",miRNA,NaN
MIR3939,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000265828"" target=""_blank"">ENSG00000265828</a>",miRNA,NaN
MMP3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000149968"" target=""_blank"">ENSG00000149968</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Advanced Clinical</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
MMP7,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000137673"" target=""_blank"">ENSG00000137673</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Approved Drug</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
MPP7,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000150054"" target=""_blank"">ENSG00000150054</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
MRGPRX4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000179817"" target=""_blank"">ENSG00000179817</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
MRPL33,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000243147"" target=""_blank"">ENSG00000243147</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
MSMO1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000052802"" target=""_blank"">ENSG00000052802</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
MST1R,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000164078"" target=""_blank"">ENSG00000164078</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Phase 1 Clinical</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Advanced Clinical</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
MT-TP,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000210196"" target=""_blank"">ENSG00000210196</a>",Mt_tRNA,NaN
MT-TQ,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000210107"" target=""_blank"">ENSG00000210107</a>",Mt_tRNA,NaN
MT-TS1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000210151"" target=""_blank"">ENSG00000210151</a>",Mt_tRNA,NaN
MT3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000087250"" target=""_blank"">ENSG00000087250</a>",protein_coding,NaN
MTCO3P45,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000232128"" target=""_blank"">ENSG00000232128</a>",processed_pseudogene,NaN
MTPAP,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000107951"" target=""_blank"">ENSG00000107951</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Med-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
MUC12,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205277"" target=""_blank"">ENSG00000205277</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
MUC21,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000204544"" target=""_blank"">ENSG00000204544</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
MUC3A,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000169894"" target=""_blank"">ENSG00000169894</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
MYL4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000198336"" target=""_blank"">ENSG00000198336</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Approved Drug</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span>"
MYO7B,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000169994"" target=""_blank"">ENSG00000169994</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
MYSM1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000162601"" target=""_blank"">ENSG00000162601</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
N4BP2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000078177"" target=""_blank"">ENSG00000078177</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
NAIP,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000249437"" target=""_blank"">ENSG00000249437</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
NDUFB4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000065518"" target=""_blank"">ENSG00000065518</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Approved Drug</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
NDUFV1-DT,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000184224"" target=""_blank"">ENSG00000184224</a>",lncRNA,NaN
NEB,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000183091"" target=""_blank"">ENSG00000183091</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
NHLH2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000177551"" target=""_blank"">ENSG00000177551</a>",protein_coding,NaN
NHLRC3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000188811"" target=""_blank"">ENSG00000188811</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
NIPSNAP3A,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000136783"" target=""_blank"">ENSG00000136783</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
NMNAT2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000157064"" target=""_blank"">ENSG00000157064</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
"<span title=""NMTRQ-TTG12-1"">NMTRQ-TTG1...</span>","<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000242752"" target=""_blank"">ENSG00000242752</a>",unprocessed_pseudogene,NaN
NPIPB15,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000196436"" target=""_blank"">ENSG00000196436</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
NPM1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000181163"" target=""_blank"">ENSG00000181163</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Approved Drug</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
NPPA,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000175206"" target=""_blank"">ENSG00000175206</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
NPR3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000113389"" target=""_blank"">ENSG00000113389</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Advanced Clinical</span>"
NUDT19,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000213965"" target=""_blank"">ENSG00000213965</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
NUP160,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000030066"" target=""_blank"">ENSG00000030066</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
NUP188,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000095319"" target=""_blank"">ENSG00000095319</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
NXT2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000101888"" target=""_blank"">ENSG00000101888</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
OLFM4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000102837"" target=""_blank"">ENSG00000102837</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span>"
OMA1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000162600"" target=""_blank"">ENSG00000162600</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
OMD,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000127083"" target=""_blank"">ENSG00000127083</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
